ICCID,IMSI,SIM_State
89882390000093994526,901288002989725,Active.Live
89882390000093994534,901288002989726,Active.Live
89882390000093994542,901288002989727,Active.Live
89882390000093994559,901288002989728,Active.Live
89882390000093994567,901288002989729,Active.Live
89882390000093994575,901288002989730,Active.Live
89882390000093994583,901288002989731,Active.Live
89882390000093994591,901288002989732,Terminated
89882390000093994609,901288002989733,Active.Live
89882390000093994617,901288002989734,Active.Live
89882390000093994625,901288002989735,Active.Live
89882390000093994633,901288002989736,Active.Live
89882390000093994641,901288002989737,Active.Live
89882390000093994658,901288002989738,Active.Live
89882390000093994666,901288002989739,Active.Live
89882390000093994674,901288002989740,Active.Live
89882390000093994682,901288002989741,Active.Live
89882390000093994690,901288002989742,Active.Live
89882390000093994708,901288002989743,Active.Live
89882390000093994716,901288002989744,Active.Live
89882390000093994724,901288002989745,Active.Live
89882390000093994732,901288002989746,Active.Live
89882390000093994740,901288002989747,Active.Live
