Operator_Reseller,Parent_organisation,Customer,Customer_Id,BAN,Service_Profile,Service_profile_Id,Group,Tariff,Tariff_Id,IMSI,SIM_Type,ICCID,MSISDN,CSD_MSISDN,IMEI,Last_det._IMEI,Last_det._IMEI_timestamp,SIM_State,Last_state_change,Home_Country,Custom_Attribute_1,Custom_Attribute_2,Custom_Attribute_3,Custom_Attribute_4,Custom_Attribute_5,Created_on,Has_Been_Active.Live,Data_session_status,First_time_Active.Live,First_Used,Has_Been_Active.Test,Active.test_started_on,Nr._of_SIMs,Last_Country,Last_Serving_Network,Last_APN,Last_Cell_Id,Last_IP_Address,Last_IP_address_type,Static_IPv4_address_per_APN,Framed_IPv6_prefix_per_APN,Delegated_IPv6_prefix_per_APN,eCall_mode,VPN_group,Order_reference,Linked_device,EID,eUICC_Profile_State,POL1,POL2,SMDP,Fallback,eUICC_Profile_Downloaded_Date,SIM_Form_Factor,SIM_Profile_Code
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990116,USIM,89882390000093998436,882398002990116,,,3575170801423300,2021-07-02 17:47:33 +02:00,Active.Live,2021-08-06 15:27:53 +02:00,Czech Republic,,,,,,2020-01-14 12:45:12 +02:00,Y,R,2021-07-02 21:37:28 +02:00,2021-07-02 17:47:33 +02:00,Y,2021-07-02 17:47:08 +02:00,1,Czech Republic,VFCZ,hardwario.com,230-03-41014-962079-130,10.0.12.129,IPv4,hardwario.com:10.0.12.129;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990117,USIM,89882390000093998444,882398002990117,,,3575170801437400,2021-07-02 17:37:24 +02:00,Active.Live,2021-12-29 15:31:35 +02:00,Czech Republic,,,,,,2020-01-14 12:45:12 +02:00,Y,R,2021-07-02 21:21:30 +02:00,2021-07-02 17:37:24 +02:00,Y,2021-07-02 17:36:58 +02:00,1,Czech Republic,VFCZ,hardwario.com,230-03-49800-948256-130,10.0.12.127,IPv4,hardwario.com:10.0.12.127;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990118,USIM,89882390000093998451,882398002990118,,,3575170806528900,2021-04-23 17:19:13 +02:00,Active.Live,2021-07-10 02:43:56 +02:00,Czech Republic,,,,,,2020-01-14 12:45:12 +02:00,Y,R,2021-04-23 23:28:19 +02:00,2021-04-23 17:19:13 +02:00,Y,2021-04-23 17:18:47 +02:00,1,Czech Republic,VFCZ,hardwario.com,230-03-48070-939040-130,10.0.11.228,IPv4,hardwario.com:10.0.11.228;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990119,USIM,89882390000093998469,882398002990119,,,3575170806501600,2021-07-02 17:55:50 +02:00,Active.Live,2021-12-06 01:58:27 +02:00,Czech Republic,,,,,,2020-01-14 12:45:13 +02:00,Y,R,2021-07-02 21:43:34 +02:00,2021-07-02 17:55:50 +02:00,Y,2021-07-02 17:55:24 +02:00,1,Czech Republic,VFCZ,hardwario.com,230-03-48085-219169-130,10.0.12.130,IPv4,hardwario.com:10.0.12.130;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990120,USIM,89882390000093998477,882398002990120,,,3575170800280500,2021-08-03 17:46:22 +02:00,Active.Live,2021-12-28 20:40:29 +02:00,Czech Republic,,,,,,2020-01-14 12:45:13 +02:00,Y,R,2021-08-03 19:12:26 +02:00,2021-08-03 17:46:22 +02:00,Y,2021-08-03 17:45:54 +02:00,1,Czech Republic,VFCZ,hardwario.com,230-03-44800-733215-130,10.0.12.140,IPv4,hardwario.com:10.0.12.140;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990121,USIM,89882390000093998485,882398002990121,,,3575170800271300,2021-08-03 17:53:42 +02:00,Active.Live,2021-12-28 20:40:12 +02:00,Czech Republic,,,,,,2020-01-14 12:45:13 +02:00,Y,R,2021-08-03 19:18:47 +02:00,2021-08-03 17:53:42 +02:00,Y,2021-08-03 17:53:16 +02:00,1,Czech Republic,VFCZ,hardwario.com,230-03-47200-684833-130,10.0.12.141,IPv4,hardwario.com:10.0.12.141;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990122,USIM,89882390000093998493,882398002990122,,,3575170800277600,2021-08-03 18:19:09 +02:00,Active.Live,2021-12-06 00:44:27 +02:00,Czech Republic,,,,,,2020-01-14 12:45:13 +02:00,Y,R,2021-08-03 19:51:51 +02:00,2021-08-03 18:19:09 +02:00,Y,2021-08-03 18:18:42 +02:00,1,Czech Republic,VFCZ,hardwario.com,230-03-48085-221472-130,10.0.12.145,IPv4,hardwario.com:10.0.12.145;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990123,USIM,89882390000093998501,882398002990123,,,3575170800276000,2021-08-03 19:23:49 +02:00,Active.Live,2021-09-03 01:06:48 +02:00,Czech Republic,,,,,,2020-01-14 12:45:13 +02:00,Y,R,2021-08-03 21:00:12 +02:00,2021-08-03 19:23:49 +02:00,Y,2021-08-03 19:23:20 +02:00,1,Czech Republic,VFCZ,hardwario.com,230-03-47050-1380128-130,10.0.12.155,IPv4,hardwario.com:10.0.12.155;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990124,USIM,89882390000093998519,882398002990124,,,3575170800186500,2021-08-03 18:58:48 +02:00,Active.Live,2021-10-26 00:39:55 +02:00,Czech Republic,,,,,,2020-01-14 12:45:13 +02:00,Y,R,2021-08-03 20:26:58 +02:00,2021-08-03 18:58:48 +02:00,Y,2021-08-03 18:58:21 +02:00,1,Czech Republic,VFCZ,hardwario.com,230-03-1150239-129,10.0.12.153,IPv4,hardwario.com:10.0.12.153;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990125,USIM,89882390000093998527,882398002990125,,,3575170800280600,2021-08-03 19:27:54 +02:00,Active.Live,2021-09-02 15:50:20 +02:00,Czech Republic,,,,,,2020-01-14 12:45:13 +02:00,Y,R,2021-08-03 21:07:02 +02:00,2021-08-03 19:27:54 +02:00,Y,2021-08-03 19:27:26 +02:00,1,Czech Republic,VFCZ,hardwario.com,230-03-1011233-129,10.0.12.156,IPv4,hardwario.com:10.0.12.156;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_60K_NB_CSP,100344540,,HARDWARIO_60K_NB_TARIFF,100267370,901288002990126,USIM,89882390000093998535,882398002990126,,,3575170800277400,2021-08-03 19:14:36 +02:00,Active.Live,2021-08-03 20:58:16 +02:00,Czech Republic,,,,,,2020-01-14 12:45:13 +02:00,Y,R,2021-08-03 20:58:16 +02:00,2021-08-03 19:14:36 +02:00,Y,2021-08-03 19:14:08 +02:00,1,Czech Republic,VFCZ,hardwario.com,230-03-1011233-129,10.0.12.154,IPv4,hardwario.com:10.0.12.154;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990127,USIM,89882390000093998543,882398002990127,,,3575170800276800,2021-08-03 18:34:04 +02:00,Active.Live,2021-10-25 21:16:15 +02:00,Czech Republic,,,,,,2020-01-14 12:45:13 +02:00,Y,R,2021-08-03 20:08:07 +02:00,2021-08-03 18:34:04 +02:00,Y,2021-08-03 18:33:34 +02:00,1,Czech Republic,VFCZ,hardwario.com,230-03-41014-961567-130,10.0.12.149,IPv4,hardwario.com:10.0.12.149;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990128,USIM,89882390000093998550,882398002990128,,,3575170800272900,2021-08-03 19:44:28 +02:00,Active.Live,2021-09-28 09:35:36 +02:00,Czech Republic,,,,,,2020-01-14 12:45:13 +02:00,Y,R,2021-08-03 21:17:43 +02:00,2021-08-03 19:44:28 +02:00,Y,2021-08-03 19:31:16 +02:00,1,Czech Republic,VFCZ,hardwario.com,230-03-41015-1091360-130,10.0.12.157,IPv4,hardwario.com:10.0.12.157;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990129,USIM,89882390000093998568,882398002990129,,,3575170800280700,2021-08-03 18:43:53 +02:00,Active.Live,2021-10-25 22:03:43 +02:00,Czech Republic,,,,,,2020-01-14 12:45:14 +02:00,Y,R,2021-08-03 20:23:06 +02:00,2021-08-03 18:43:53 +02:00,Y,2021-08-03 18:43:23 +02:00,1,Czech Republic,VFCZ,hardwario.com,230-03-1150239-129,10.0.12.150,IPv4,hardwario.com:10.0.12.150;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990130,USIM,89882390000093998576,882398002990130,,,3575170800272800,2021-08-03 18:30:02 +02:00,Active.Live,2021-10-26 00:31:58 +02:00,Czech Republic,,,,,,2020-01-14 12:45:14 +02:00,Y,R,2021-08-03 19:59:39 +02:00,2021-08-03 18:30:02 +02:00,Y,2021-08-03 18:29:18 +02:00,1,Czech Republic,VFCZ,hardwario.com,230-03-41014-961567-130,10.0.12.148,IPv4,hardwario.com:10.0.12.148;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990131,USIM,89882390000093998584,882398002990131,,,3575170800258300,2021-08-03 17:30:34 +02:00,Active.Live,2021-08-04 08:03:39 +02:00,Czech Republic,,,,,,2020-01-14 12:45:14 +02:00,Y,R,2021-08-03 17:29:42 +02:00,2021-08-03 17:30:34 +02:00,N,,1,Czech Republic,VFCZ,hardwario.com,230-03-48800-981537-130,10.0.12.14,IPv4,hardwario.com:10.0.12.14;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990132,USIM,89882390000093998592,882398002990132,,,3575170800276900,2021-08-03 18:26:18 +02:00,Active.Live,2021-10-25 18:25:19 +02:00,Czech Republic,,,,,,2020-01-14 12:45:14 +02:00,Y,R,2021-08-03 19:53:51 +02:00,2021-08-03 18:26:18 +02:00,Y,2021-08-03 18:25:50 +02:00,1,Czech Republic,VFCZ,hardwario.com,230-03-41014-962079-130,10.0.12.147,IPv4,hardwario.com:10.0.12.147;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990133,USIM,89882390000093998600,882398002990133,,,3575170800280400,2021-08-03 18:23:24 +02:00,Active.Live,2022-01-17 01:15:14 +02:00,Czech Republic,,,,,,2020-01-14 12:45:14 +02:00,Y,R,2021-08-03 19:52:49 +02:00,2021-08-03 18:23:24 +02:00,Y,2021-08-03 18:22:52 +02:00,1,Czech Republic,VFCZ,hardwario.com,230-03-41100-1027360-130,10.0.12.146,IPv4,hardwario.com:10.0.12.146;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990134,USIM,89882390000093998618,882398002990134,,,3575170800272000,2021-08-03 17:58:43 +02:00,Active.Live,2021-09-20 23:16:08 +02:00,Czech Republic,,,,,,2020-01-14 12:45:06 +02:00,Y,R,2021-08-03 19:26:51 +02:00,2021-08-03 17:58:43 +02:00,Y,2021-08-03 17:58:18 +02:00,1,Czech Republic,VFCZ,hardwario.com,230-03-48085-1019936-130,10.0.12.142,IPv4,hardwario.com:10.0.12.142;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990135,USIM,89882390000093998626,882398002990135,,,3575170800258400,2021-08-03 18:38:15 +02:00,Active.Live,2021-10-25 21:15:42 +02:00,Czech Republic,,,,,,2020-01-14 12:45:06 +02:00,Y,R,2021-08-03 20:09:39 +02:00,2021-08-03 18:38:15 +02:00,Y,2021-08-03 18:37:45 +02:00,1,Czech Republic,VFCZ,hardwario.com,230-03-41014-962079-130,10.0.12.15,IPv4,hardwario.com:10.0.12.15;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990136,USIM,89882390000093998634,882398002990136,,,3575170800272700,2021-08-03 18:49:20 +02:00,Active.Live,2022-01-17 01:16:49 +02:00,Czech Republic,,,,,,2020-01-14 12:45:06 +02:00,Y,R,2021-08-03 20:28:18 +02:00,2021-08-03 18:49:20 +02:00,Y,2021-08-03 18:48:55 +02:00,1,Czech Republic,VFCZ,hardwario.com,230-03-49700-1202463-130,10.0.12.151,IPv4,hardwario.com:10.0.12.151;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990137,USIM,89882390000093998642,882398002990137,,,3575170800271900,2021-08-03 18:04:12 +02:00,Active.Live,2021-11-29 00:32:53 +02:00,Czech Republic,,,,,,2020-01-14 12:45:06 +02:00,Y,R,2021-08-03 19:32:47 +02:00,2021-08-03 18:04:12 +02:00,Y,2021-08-03 18:03:48 +02:00,1,Czech Republic,VFCZ,hardwario.com,230-03-601120-129,10.0.12.143,IPv4,hardwario.com:10.0.12.143;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990138,USIM,89882390000093998659,882398002990138,,,3575170800277500,2021-08-03 18:52:19 +02:00,Active.Live,2021-10-06 11:20:37 +02:00,Czech Republic,,,,,,2020-01-14 12:45:06 +02:00,Y,R,2021-08-03 20:24:18 +02:00,2021-08-03 18:52:19 +02:00,Y,2021-08-03 18:51:51 +02:00,1,Czech Republic,VFCZ,hardwario.com,230-03-777761-129,10.0.12.152,IPv4,hardwario.com:10.0.12.152;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_60K_NB_CSP,100344540,,HARDWARIO_60K_NB_TARIFF,100267370,901288002990139,USIM,89882390000093998667,882398002990139,,,3575170800275900,2021-08-03 18:12:03 +02:00,Active.Live,2021-08-03 19:38:13 +02:00,Czech Republic,,,,,,2020-01-14 12:45:08 +02:00,Y,R,2021-08-03 19:38:13 +02:00,2021-08-03 18:12:03 +02:00,Y,2021-08-03 18:11:34 +02:00,1,Czech Republic,VFCZ,hardwario.com,230-03-1011233-129,10.0.12.144,IPv4,hardwario.com:10.0.12.144;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990140,USIM,89882390000093998675,882398002990140,,,3526561094123515,2021-07-14 10:25:25 +02:00,Active.Live,2021-11-16 00:46:25 +02:00,Czech Republic,,,,,,2020-01-14 12:45:08 +02:00,Y,R,2021-07-14 10:23:23 +02:00,2021-07-14 10:25:25 +02:00,N,,1,Czech Republic,VFCZ,hardwario.com,230-03-46100-909600-130,10.0.12.139,IPv4,hardwario.com:10.0.12.139;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990141,USIM,89882390000093998683,882398002990141,,,3526561094145815,2021-11-10 18:49:51 +02:00,Active.Live,2021-11-10 17:13:09 +02:00,Czech Republic,,,,,,2020-01-14 12:45:08 +02:00,Y,R,2021-11-10 17:12:44 +02:00,2021-11-10 18:49:51 +02:00,N,,1,Czech Republic,VFCZ,hardwario.com,230-03-47300-489761-130,10.0.12.173,IPv4,hardwario.com:10.0.12.173;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990142,USIM,89882390000093998691,882398002990142,,,3526561094137615,2021-11-11 12:15:37 +02:00,Active.Live,2021-11-11 12:15:24 +02:00,Czech Republic,,,,,,2020-01-14 12:45:08 +02:00,Y,R,2021-11-11 12:15:15 +02:00,2021-11-11 12:15:37 +02:00,N,,1,Czech Republic,VFCZ,hardwario.com,230-03-46100-1011233-130,10.0.12.187,IPv4,hardwario.com:10.0.12.187;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990143,USIM,89882390000093998709,882398002990143,,,3526561094310215,2021-05-27 09:08:20 +02:00,Active.Live,2021-11-17 19:38:05 +02:00,Czech Republic,,,,,,2020-01-14 12:45:08 +02:00,Y,R,2021-05-27 08:53:32 +02:00,2021-05-27 09:08:20 +02:00,N,,1,Czech Republic,VFCZ,hardwario.com,230-03-46100-1011233-130,10.0.12.0,IPv4,hardwario.com:10.0.12.0;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990144,USIM,89882390000093998717,882398002990144,,,3526561094123815,2021-11-19 18:55:47 +02:00,Active.Live,2021-11-10 17:13:09 +02:00,Czech Republic,,,,,,2020-01-14 12:45:09 +02:00,Y,R,2021-11-10 17:12:44 +02:00,2021-11-19 18:55:47 +02:00,N,,1,Czech Republic,VFCZ,hardwario.com,230-03-47300-156447-130,10.0.12.176,IPv4,hardwario.com:10.0.12.176;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990145,USIM,89882390000093998725,882398002990145,,,3526561094121222,2021-11-16 00:56:50 +02:00,Active.Live,2021-11-16 01:00:57 +02:00,Czech Republic,,,,,,2020-01-14 12:45:09 +02:00,Y,R,2021-11-16 00:53:50 +02:00,2021-11-16 00:56:50 +02:00,N,,1,Germany,VFDE,hardwario.com,262-02-44902-10346599-130,10.0.12.192,IPv4,hardwario.com:10.0.12.192;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990146,USIM,89882390000093998733,882398002990146,,,3526561094121415,2021-11-19 17:59:22 +02:00,Active.Live,2021-11-17 19:38:04 +02:00,Czech Republic,,,,,,2020-01-14 12:45:09 +02:00,Y,R,2021-11-17 19:37:52 +02:00,2021-11-19 17:59:22 +02:00,N,,1,Czech Republic,VFCZ,hardwario.com,230-03-46300-498464-130,10.0.12.198,IPv4,hardwario.com:10.0.12.198;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990147,USIM,89882390000093998741,882398002990147,,,3526561094105515,2021-11-18 09:16:35 +02:00,Active.Live,2021-11-17 19:38:05 +02:00,Czech Republic,,,,,,2020-01-14 12:45:09 +02:00,Y,R,2021-11-17 19:37:53 +02:00,2021-11-18 09:16:35 +02:00,N,,1,Czech Republic,VFCZ,hardwario.com,230-03-46100-1011233-130,10.0.12.201,IPv4,hardwario.com:10.0.12.201;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990148,USIM,89882390000093998758,882398002990148,,,3526561094125315,2021-11-19 18:40:09 +02:00,Active.Live,2021-11-10 17:13:09 +02:00,Czech Republic,,,,,,2020-01-14 12:45:09 +02:00,Y,R,2021-11-10 17:12:44 +02:00,2021-11-19 18:40:09 +02:00,N,,1,Czech Republic,VFCZ,hardwario.com,230-03-47300-156447-130,10.0.12.172,IPv4,hardwario.com:10.0.12.172;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990149,USIM,89882390000093998766,882398002990149,,,3526561094119015,2021-11-18 12:14:49 +02:00,Active.Live,2021-11-17 19:38:04 +02:00,Germany,,,,,,2020-01-14 12:45:09 +02:00,Y,R,2021-11-17 19:37:51 +02:00,2021-11-18 12:14:49 +02:00,N,,1,Czech Republic,VFCZ,hardwario.com,230-03-46300-627743-130,10.0.12.197,IPv4,hardwario.com:10.0.12.197;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990150,USIM,89882390000093998774,882398002990150,,,3526561094111615,2021-11-18 12:03:28 +02:00,Active.Live,2021-11-17 19:38:05 +02:00,Czech Republic,,,,,,2020-01-14 12:45:09 +02:00,Y,R,2021-11-17 19:37:55 +02:00,2021-11-18 12:03:28 +02:00,N,,1,Czech Republic,VFCZ,hardwario.com,230-03-46300-498464-130,10.0.12.203,IPv4,hardwario.com:10.0.12.203;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
VFCZ,VFCZ,HARDWARIO,100217240,,HARDWARIO_1M_NB_CSP,100344550,,HARDWARIO_1M_NB_TARIFF,100267380,901288002990151,USIM,89882390000093998782,882398002990151,,,3526561094137015,2021-11-18 12:22:31 +02:00,Active.Live,2021-11-17 19:38:05 +02:00,Germany,,,,,,2020-01-14 12:45:09 +02:00,Y,R,2021-11-17 19:37:52 +02:00,2021-11-18 12:22:31 +02:00,N,,1,Czech Republic,VFCZ,hardwario.com,230-03-46100-1011233-130,10.0.12.202,IPv4,hardwario.com:10.0.12.202;,,,M2M SIM that also supports E-Call,,3003139401_2,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B,MGO_F2_048_IIG_1XXX
