ICCID,IMSI,SIM_State,Total_Kbytes
89882390000036023359,901288001025874,Active.Live,
89882390000036023367,901288001025875,Active.Live,
89882390000036023425,901288001025881,Active.Live,
89882390000036023441,901288001025883,Active.Live,True
89882390000036023458,901288001025884,Active.Live,
89882390000036023466,901288001025885,Active.Live,
89882390000036023482,901288001025887,Active.Live,
89882390000036023490,901288001025888,Active.Live,
89882390000036023508,901288001025889,Active.Live,
89882390000047985422,901288001061585,Active.Live,
89882390000047985430,901288001061586,Active.Live,
89882390000047985448,901288001061587,Active.Live,
89882390000047985455,901288001061588,Active.Live,
89882390000047985463,901288001061589,Active.Live,
89882390000047985471,901288001061590,Active.Live,
89882390000047985489,901288001061591,Active.Live,
89882390000047985497,901288001061592,Active.Live,
89882390000047985505,901288001061593,Active.Live,
89882390000047985513,901288001061594,Active.Live,True
89882390000047985521,901288001061595,Active.Live,
89882390000047985539,901288001061596,Active.Live,True
89882390000047985547,901288001061597,Active.Live,
89882390000047985554,901288001061598,Active.Live,
89882390000047985562,901288001061599,Active.Live,True
89882390000047985570,901288001061600,Active.Live,
89882390000047985588,901288001061601,Active.Live,
89882390000047985596,901288001061602,Active.Live,
89882390000047985604,901288001061603,Active.Live,
89882390000047985612,901288001061604,Active.Live,
89882390000047985620,901288001061605,Active.Live,
89882390000047985638,901288001061606,Active.Live,
89882390000047985646,901288001061607,Active.Live,
89882390000047985653,901288001061608,Active.Live,True
89882390000047985661,901288001061609,Active.Live,
89882390000047985679,901288001061610,Active.Live,
89882390000047985687,901288001061611,Active.Live,
89882390000047985695,901288001061612,Active.Live,True
89882390000047985703,901288001061613,Active.Live,
89882390000047985711,901288001061614,Active.Live,True
89882390000047985729,901288001061615,Active.Live,
89882390000047985737,901288001061616,Active.Live,
89882390000047985745,901288001061617,Active.Live,
89882390000047985752,901288001061618,Active.Live,True
89882390000047985760,901288001061619,Active.Live,
89882390000047985778,901288001061620,Active.Live,True
89882390000047985786,901288001061621,Active.Live,True
89882390000047985794,901288001061622,Active.Live,True
89882390000047985802,901288001061623,Active.Live,
89882390000047985810,901288001061624,Active.Live,
89882390000047985828,901288001061625,Active.Live,
89882390000047985836,901288001061626,Active.Live,True
89882390000047985844,901288001061627,Active.Live,
89882390000047985851,901288001061628,Active.Live,True
89882390000047985869,901288001061629,Active.Live,
89882390000047985877,901288001061630,Active.Live,True
89882390000047985885,901288001061631,Active.Live,
89882390000047985893,901288001061632,Active.Live,
89882390000047985901,901288001061633,Active.Live,
89882390000047985919,901288001061634,Active.Live,
89882390000047985927,901288001061635,Active.Live,
89882390000047985935,901288001061636,Active.Live,
89882390000047985943,901288001061637,Active.Live,
89882390000047985950,901288001061638,Active.Live,
89882390000047985968,901288001061639,Active.Live,
89882390000047985976,901288001061640,Active.Live,
89882390000047985984,901288001061641,Active.Live,
89882390000047986008,901288001061643,Active.Live,
89882390000047986016,901288001061644,Active.Live,
89882390000047986024,901288001061645,Active.Live,
89882390000047986032,901288001061646,Active.Live,True
89882390000047986040,901288001061647,Active.Live,
89882390000047986057,901288001061648,Active.Live,True
89882390000047986065,901288001061649,Active.Live,
89882390000047986073,901288001061650,Active.Live,
89882390000047986081,901288001061651,Active.Live,
89882390000047986099,901288001061652,Active.Live,
89882390000047986107,901288001061653,Active.Live,
89882390000047986115,901288001061654,Active.Live,
89882390000047986123,901288001061655,Active.Live,
89882390000047986131,901288001061656,Active.Live,
89882390000047986149,901288001061657,Active.Live,
89882390000047986164,901288001061659,Active.Live,
89882390000047986172,901288001061660,Active.Live,
89882390000047986180,901288001061661,Active.Live,
89882390000047986198,901288001061662,Active.Live,
89882390000047986206,901288001061663,Active.Live,
89882390000047986214,901288001061664,Active.Live,True
89882390000047986222,901288001061665,Active.Live,True
89882390000047986230,901288001061666,Active.Live,
89882390000047986248,901288001061667,Active.Live,True
89882390000047986255,901288001061668,Active.Live,True
89882390000047986263,901288001061669,Active.Live,
89882390000047986271,901288001061670,Active.Live,True
89882390000047986289,901288001061671,Active.Live,
89882390000047986297,901288001061672,Active.Live,True
89882390000047986305,901288001061673,Active.Live,True
89882390000047986313,901288001061674,Active.Live,
89882390000047986321,901288001061675,Active.Live,
89882390000047986339,901288001061676,Active.Live,
89882390000047986347,901288001061677,Active.Live,
89882390000047986354,901288001061678,Active.Live,
89882390000047986362,901288001061679,Active.Live,
89882390000047986370,901288001061680,Active.Live,
89882390000047986388,901288001061681,Active.Live,
89882390000047986396,901288001061682,Active.Live,
89882390000047986404,901288001061683,Active.Live,
89882390000047986412,901288001061684,Active.Live,
89882390000047986420,901288001061685,Active.Live,
89882390000047986438,901288001061686,Active.Live,
89882390000047986446,901288001061687,Active.Live,True
89882390000047986453,901288001061688,Active.Live,
89882390000047986461,901288001061689,Active.Live,
89882390000047986479,901288001061690,Active.Live,
89882390000047986487,901288001061691,Active.Live,
89882390000047986495,901288001061692,Active.Live,
89882390000047986503,901288001061693,Active.Live,True
89882390000047986511,901288001061694,Active.Live,
89882390000047986537,901288001061696,Active.Live,
89882390000047986545,901288001061697,Active.Live,
89882390000047986552,901288001061698,Active.Live,
89882390000047986560,901288001061699,Active.Live,
89882390000047986578,901288001061700,Active.Live,
89882390000047986586,901288001061701,Active.Live,
89882390000047986594,901288001061702,Active.Live,
89882390000047986602,901288001061703,Active.Live,
89882390000047986610,901288001061704,Active.Live,
89882390000047986628,901288001061705,Active.Live,
89882390000047986636,901288001061706,Active.Live,
89882390000047986644,901288001061707,Active.Live,True
89882390000047986651,901288001061708,Active.Live,
89882390000047986677,901288001061710,Active.Live,True
89882390000047986685,901288001061711,Active.Live,
89882390000047986693,901288001061712,Active.Live,
89882390000047986701,901288001061713,Active.Live,
89882390000047986719,901288001061714,Active.Live,
89882390000047986727,901288001061715,Active.Live,
89882390000047986735,901288001061716,Active.Live,
89882390000047986743,901288001061717,Active.Live,
89882390000047986768,901288001061719,Active.Live,
89882390000047986776,901288001061720,Active.Live,
89882390000047986784,901288001061721,Active.Live,
89882390000047986792,901288001061722,Active.Live,
89882390000047986800,901288001061723,Active.Live,
89882390000047986818,901288001061724,Active.Live,
89882390000047986826,901288001061725,Active.Live,
89882390000047986834,901288001061726,Active.Live,
89882390000047986842,901288001061727,Active.Live,
89882390000047986859,901288001061728,Active.Live,
89882390000047986867,901288001061729,Active.Live,
89882390000047986875,901288001061730,Active.Live,True
89882390000047986883,901288001061731,Active.Live,
89882390000047986891,901288001061732,Active.Live,True
89882390000047986909,901288001061733,Active.Live,
89882390000047986917,901288001061734,Active.Live,
89882390000047986925,901288001061735,Active.Live,
89882390000047986933,901288001061736,Active.Live,True
89882390000047986941,901288001061737,Active.Live,
89882390000047986958,901288001061738,Active.Live,True
89882390000047986966,901288001061739,Active.Live,
89882390000047986974,901288001061740,Active.Live,
89882390000047986982,901288001061741,Active.Live,
89882390000047986990,901288001061742,Active.Live,
89882390000047987006,901288001061743,Active.Live,True
89882390000047987014,901288001061744,Active.Live,
89882390000047987022,901288001061745,Active.Live,
89882390000047987030,901288001061746,Active.Live,
89882390000047987048,901288001061747,Active.Live,
89882390000047987055,901288001061748,Active.Live,True
89882390000047987063,901288001061749,Active.Live,
89882390000047987071,901288001061750,Active.Live,
89882390000047987089,901288001061751,Active.Live,True
89882390000047987097,901288001061752,Active.Live,
89882390000047987105,901288001061753,Active.Live,
89882390000047987113,901288001061754,Active.Live,
89882390000047987121,901288001061755,Active.Live,True
89882390000047987147,901288001061757,Active.Live,
89882390000047987154,901288001061758,Active.Live,
89882390000047987162,901288001061759,Active.Live,
89882390000047987170,901288001061760,Active.Live,
89882390000047987188,901288001061761,Active.Live,
89882390000047987196,901288001061762,Active.Live,
89882390000047987204,901288001061763,Active.Live,
89882390000047987212,901288001061764,Active.Live,
89882390000047987220,901288001061765,Active.Live,
89882390000047987238,901288001061766,Active.Live,
89882390000047987246,901288001061767,Active.Live,
89882390000047987253,901288001061768,Active.Live,
89882390000047987261,901288001061769,Active.Live,
89882390000047987279,901288001061770,Active.Live,True
89882390000047987287,901288001061771,Active.Live,
89882390000047987295,901288001061772,Active.Live,
89882390000047987303,901288001061773,Active.Live,
89882390000047987311,901288001061774,Active.Live,
89882390000047987329,901288001061775,Active.Live,
89882390000047987337,901288001061776,Active.Live,
89882390000047987345,901288001061777,Active.Live,
89882390000047987535,901288001061796,Active.Live,
89882390000047987550,901288001061798,Active.Live,
89882390000047987576,901288001061800,Active.Live,True
89882390000047987584,901288001061801,Active.Live,
89882390000047987618,901288001061804,Active.Live,True
89882390000047987626,901288001061805,Active.Live,
89882390000047987659,901288001061808,Active.Live,
89882390000047987667,901288001061809,Active.Live,
89882390000047987675,901288001061810,Active.Live,True
89882390000047987683,901288001061811,Active.Live,True
89882390000047987691,901288001061812,Active.Live,True
89882390000047987709,901288001061813,Active.Live,
89882390000047987717,901288001061814,Active.Live,
89882390000047987733,901288001061816,Active.Live,
89882390000047987741,901288001061817,Active.Live,
89882390000047987758,901288001061818,Active.Live,
89882390000047987766,901288001061819,Active.Live,
89882390000047987774,901288001061820,Active.Live,True
89882390000047987782,901288001061821,Active.Live,
89882390000047987790,901288001061822,Active.Live,
89882390000047987808,901288001061823,Active.Live,True
89882390000047987824,901288001061825,Active.Live,True
89882390000047987832,901288001061826,Active.Live,True
89882390000047987840,901288001061827,Active.Live,True
89882390000047987857,901288001061828,Active.Live,
89882390000047987865,901288001061829,Active.Live,True
89882390000047987873,901288001061830,Active.Live,True
89882390000047987881,901288001061831,Active.Live,
89882390000047987899,901288001061832,Active.Live,
89882390000047987907,901288001061833,Active.Live,True
89882390000047987915,901288001061834,Active.Live,True
89882390000047987923,901288001061835,Active.Live,
89882390000047987931,901288001061836,Active.Live,True
89882390000047987949,901288001061837,Active.Live,True
89882390000047987956,901288001061838,Active.Live,
89882390000047987964,901288001061839,Active.Live,
89882390000047987972,901288001061840,Active.Live,
89882390000047987980,901288001061841,Active.Live,
89882390000047987998,901288001061842,Active.Live,
89882390000047988004,901288001061843,Active.Live,
89882390000047988012,901288001061844,Active.Live,True
89882390000047988020,901288001061845,Active.Live,
89882390000047988038,901288001061846,Active.Live,
89882390000047988046,901288001061847,Active.Live,
89882390000047988053,901288001061848,Active.Live,
89882390000047988061,901288001061849,Active.Live,True
89882390000047988079,901288001061850,Active.Live,
89882390000047988095,901288001061852,Active.Live,
89882390000047988103,901288001061853,Active.Live,
89882390000047988111,901288001061854,Active.Live,
89882390000047988129,901288001061855,Active.Live,
89882390000047988137,901288001061856,Active.Live,True
89882390000047988145,901288001061857,Active.Live,True
89882390000047988152,901288001061858,Active.Live,True
89882390000047988160,901288001061859,Active.Live,True
89882390000047988178,901288001061860,Active.Live,
89882390000047988186,901288001061861,Active.Live,
89882390000047988194,901288001061862,Active.Live,
89882390000047988202,901288001061863,Active.Live,True
89882390000047988228,901288001061865,Active.Live,
89882390000047988236,901288001061866,Active.Live,
89882390000047988244,901288001061867,Active.Live,
89882390000047988269,901288001061869,Active.Live,True
89882390000047988277,901288001061870,Active.Live,True
89882390000047988285,901288001061871,Active.Live,True
89882390000047988293,901288001061872,Active.Live,True
89882390000047988301,901288001061873,Active.Live,
89882390000047988319,901288001061874,Active.Live,
89882390000047988327,901288001061875,Active.Live,
89882390000047988335,901288001061876,Active.Live,
89882390000047988343,901288001061877,Active.Live,True
89882390000047988350,901288001061878,Active.Live,True
89882390000047988376,901288001061880,Active.Live,
89882390000047988384,901288001061881,Active.Live,
89882390000047988400,901288001061883,Active.Live,
89882390000047988418,901288001061884,Active.Live,
89882390000047988426,901288001061885,Active.Live,True
89882390000047988434,901288001061886,Active.Live,
89882390000047988442,901288001061887,Active.Live,
89882390000047988459,901288001061888,Active.Live,
89882390000047988475,901288001061890,Active.Live,
89882390000047988483,901288001061891,Active.Live,
89882390000047988491,901288001061892,Active.Live,
89882390000047988509,901288001061893,Active.Live,
89882390000047988517,901288001061894,Active.Live,True
89882390000047988525,901288001061895,Active.Live,
89882390000047988533,901288001061896,Active.Live,True
89882390000047988541,901288001061897,Active.Live,
89882390000047988558,901288001061898,Active.Live,
89882390000047988566,901288001061899,Active.Live,
89882390000047988574,901288001061900,Active.Live,True
89882390000047988582,901288001061901,Active.Live,True
89882390000047988590,901288001061902,Active.Live,True
89882390000047988608,901288001061903,Active.Live,True
89882390000047988616,901288001061904,Active.Live,
89882390000047988624,901288001061905,Active.Live,True
89882390000047988632,901288001061906,Active.Live,True
89882390000047988640,901288001061907,Active.Live,True
89882390000047988681,901288001061911,Active.Live,True
89882390000047988699,901288001061912,Active.Live,
89882390000047988707,901288001061913,Active.Live,
89882390000047988715,901288001061914,Active.Live,True
89882390000047988723,901288001061915,Active.Live,True
89882390000047988731,901288001061916,Active.Live,
89882390000047988749,901288001061917,Active.Live,True
89882390000047988756,901288001061918,Active.Live,
89882390000047988764,901288001061919,Active.Live,True
89882390000047988780,901288001061921,Active.Live,
89882390000047988798,901288001061922,Active.Live,
89882390000047988806,901288001061923,Active.Live,True
89882390000047988814,901288001061924,Active.Live,
89882390000047988822,901288001061925,Active.Live,
89882390000047988830,901288001061926,Active.Live,
89882390000047988848,901288001061927,Active.Live,True
89882390000047988863,901288001061929,Active.Live,
89882390000047988871,901288001061930,Active.Live,
89882390000047988889,901288001061931,Active.Live,
89882390000047988897,901288001061932,Active.Live,
89882390000047988905,901288001061933,Active.Live,True
89882390000047988913,901288001061934,Active.Live,
89882390000047988921,901288001061935,Active.Live,True
89882390000047988939,901288001061936,Active.Live,
89882390000047988947,901288001061937,Active.Live,
89882390000047988962,901288001061939,Active.Live,True
89882390000047988970,901288001061940,Active.Live,
89882390000047988988,901288001061941,Active.Live,
89882390000047988996,901288001061942,Active.Live,True
89882390000047989002,901288001061943,Active.Live,
89882390000047989010,901288001061944,Active.Live,True
89882390000047989028,901288001061945,Active.Live,
89882390000047989036,901288001061946,Active.Live,True
89882390000047989044,901288001061947,Active.Live,True
89882390000047989051,901288001061948,Active.Live,True
89882390000047989069,901288001061949,Active.Live,
89882390000047989077,901288001061950,Active.Live,
89882390000047989085,901288001061951,Active.Live,
89882390000047989093,901288001061952,Active.Live,
89882390000047989101,901288001061953,Active.Live,
89882390000047989127,901288001061955,Active.Live,
89882390000047989135,901288001061956,Active.Live,
89882390000047989143,901288001061957,Active.Live,
89882390000047989150,901288001061958,Active.Live,
89882390000047989168,901288001061959,Active.Live,
89882390000047989176,901288001061960,Active.Live,
89882390000047989184,901288001061961,Active.Live,
89882390000047989192,901288001061962,Active.Live,
89882390000047989200,901288001061963,Active.Live,
89882390000047989218,901288001061964,Active.Live,
89882390000047989226,901288001061965,Active.Live,True
89882390000047989234,901288001061966,Active.Live,
89882390000047989242,901288001061967,Active.Live,
89882390000047989259,901288001061968,Active.Live,
89882390000047989267,901288001061969,Active.Live,
89882390000047989275,901288001061970,Active.Live,
89882390000047989283,901288001061971,Active.Live,
89882390000047989291,901288001061972,Active.Live,
89882390000047989309,901288001061973,Active.Live,
89882390000047989317,901288001061974,Active.Live,True
89882390000047989325,901288001061975,Active.Live,
89882390000047989333,901288001061976,Active.Live,
89882390000047989341,901288001061977,Active.Live,True
89882390000047989358,901288001061978,Active.Live,
89882390000047989366,901288001061979,Active.Live,
89882390000047989374,901288001061980,Active.Live,
89882390000047989382,901288001061981,Active.Live,
89882390000047989390,901288001061982,Active.Live,True
89882390000047989408,901288001061983,Active.Live,
89882390000047989416,901288001061984,Active.Live,
89882390000047989424,901288001061985,Active.Live,
89882390000047989432,901288001061986,Active.Live,
89882390000047989440,901288001061987,Active.Live,True
89882390000047989457,901288001061988,Active.Live,
89882390000047989465,901288001061989,Active.Live,
89882390000047989473,901288001061990,Active.Live,
89882390000047989481,901288001061991,Active.Live,
89882390000047989499,901288001061992,Active.Live,
89882390000047989507,901288001061993,Active.Live,
89882390000047989515,901288001061994,Active.Live,
89882390000047989523,901288001061995,Active.Live,
89882390000047989531,901288001061996,Active.Live,
89882390000047989549,901288001061997,Active.Live,
89882390000047989556,901288001061998,Active.Live,
89882390000047989572,901288001062000,Active.Live,
89882390000047989580,901288001062001,Active.Live,
89882390000047989598,901288001062002,Active.Live,True
89882390000047989606,901288001062003,Active.Live,
89882390000047989614,901288001062004,Active.Live,
89882390000047989622,901288001062005,Active.Live,
89882390000047989630,901288001062006,Active.Live,
89882390000047989648,901288001062007,Active.Live,
89882390000047989655,901288001062008,Active.Live,
89882390000047989663,901288001062009,Active.Live,
89882390000047989671,901288001062010,Active.Live,
89882390000047989689,901288001062011,Active.Live,True
89882390000047989697,901288001062012,Active.Live,
89882390000047989705,901288001062013,Active.Live,
89882390000047989713,901288001062014,Active.Live,
89882390000047989721,901288001062015,Active.Live,True
89882390000047989739,901288001062016,Active.Live,
89882390000047989747,901288001062017,Active.Live,
89882390000047989754,901288001062018,Active.Live,
89882390000047989762,901288001062019,Active.Live,
89882390000047989770,901288001062020,Active.Live,
89882390000047989788,901288001062021,Active.Live,
89882390000047989796,901288001062022,Active.Live,
89882390000047989804,901288001062023,Active.Live,
89882390000047989812,901288001062024,Active.Live,
89882390000047989820,901288001062025,Active.Live,
89882390000047989838,901288001062026,Active.Live,
89882390000047989846,901288001062027,Active.Live,
89882390000047989853,901288001062028,Active.Live,
89882390000047989861,901288001062029,Active.Live,
89882390000047989879,901288001062030,Active.Live,
89882390000047989887,901288001062031,Active.Live,
89882390000047989895,901288001062032,Active.Live,
89882390000047989903,901288001062033,Active.Live,
89882390000047989911,901288001062034,Active.Live,
89882390000047989929,901288001062035,Active.Live,
89882390000047989937,901288001062036,Active.Live,
89882390000047989952,901288001062038,Active.Live,True
89882390000047989960,901288001062039,Active.Live,
89882390000047989978,901288001062040,Active.Live,True
89882390000047989986,901288001062041,Active.Live,
89882390000047989994,901288001062042,Active.Live,
89882390000047990000,901288001062043,Active.Live,
89882390000047990018,901288001062044,Active.Live,True
89882390000047990026,901288001062045,Active.Live,True
89882390000047990075,901288001062050,Active.Live,
89882390000047990091,901288001062052,Active.Live,
89882390000047990109,901288001062053,Active.Live,
89882390000047990323,901288001062075,Active.Live,True
89882390000047990349,901288001062077,Active.Live,True
89882390000047990364,901288001062079,Active.Live,True
89882390000093993874,901288002989660,Active.Live,True
89882390000093993882,901288002989661,Active.Live,
89882390000093993890,901288002989662,Active.Live,
89882390000093993908,901288002989663,Active.Live,True
89882390000093993916,901288002989664,Active.Live,
89882390000093993924,901288002989665,Active.Live,
89882390000093993932,901288002989666,Active.Live,
89882390000093993957,901288002989668,Active.Live,True
89882390000093993965,901288002989669,Active.Live,
89882390000093993973,901288002989670,Active.Live,True
89882390000093993981,901288002989671,Active.Live,
89882390000093993999,901288002989672,Active.Live,True
89882390000093994005,901288002989673,Active.Live,
89882390000093994013,901288002989674,Active.Live,
89882390000093994021,901288002989675,Active.Live,
89882390000093994039,901288002989676,Active.Live,
89882390000093994047,901288002989677,Active.Live,
89882390000093994054,901288002989678,Active.Live,True
89882390000093994062,901288002989679,Active.Live,
89882390000093994070,901288002989680,Active.Live,
89882390000093994088,901288002989681,Active.Live,True
89882390000093994096,901288002989682,Active.Live,
89882390000093994104,901288002989683,Active.Live,
89882390000093994112,901288002989684,Active.Live,True
89882390000093994120,901288002989685,Active.Live,
89882390000093994138,901288002989686,Active.Live,True
89882390000093994146,901288002989687,Active.Live,
89882390000093994153,901288002989688,Active.Live,
89882390000093994161,901288002989689,Active.Live,True
89882390000093994179,901288002989690,Active.Live,True
89882390000093994187,901288002989691,Active.Live,
89882390000093994195,901288002989692,Active.Live,
89882390000093994203,901288002989693,Active.Live,
89882390000093994211,901288002989694,Active.Live,
89882390000093994229,901288002989695,Active.Live,
89882390000093994237,901288002989696,Active.Live,
89882390000093994245,901288002989697,Active.Live,
89882390000093994252,901288002989698,Active.Live,
89882390000093994260,901288002989699,Active.Live,
89882390000093994278,901288002989700,Active.Live,True
89882390000093994286,901288002989701,Active.Live,
89882390000093994294,901288002989702,Active.Live,
89882390000093994302,901288002989703,Active.Live,True
89882390000093994310,901288002989704,Active.Live,True
89882390000093994328,901288002989705,Active.Live,
89882390000093994336,901288002989706,Active.Live,
89882390000093994344,901288002989707,Active.Live,
89882390000093994351,901288002989708,Active.Live,
89882390000093994369,901288002989709,Active.Live,True
89882390000093994377,901288002989710,Active.Live,True
89882390000093994385,901288002989711,Active.Live,
89882390000093994393,901288002989712,Active.Live,
89882390000093994401,901288002989713,Active.Live,
89882390000093994419,901288002989714,Active.Live,True
89882390000093994427,901288002989715,Active.Live,
89882390000093994435,901288002989716,Active.Live,
89882390000093994443,901288002989717,Active.Live,
89882390000093994450,901288002989718,Active.Live,
89882390000093994468,901288002989719,Active.Live,
89882390000093994476,901288002989720,Active.Live,
89882390000093994484,901288002989721,Active.Live,
89882390000093994492,901288002989722,Active.Live,
89882390000093994500,901288002989723,Active.Live,
89882390000093994518,901288002989724,Active.Live,
89882390000093994526,901288002989725,Active.Live,
89882390000093994534,901288002989726,Active.Live,
89882390000093994542,901288002989727,Active.Live,True
89882390000093994559,901288002989728,Active.Live,
89882390000093994567,901288002989729,Active.Live,
89882390000093994575,901288002989730,Active.Live,
89882390000093994583,901288002989731,Active.Live,True
89882390000093994609,901288002989733,Active.Live,True
89882390000093994617,901288002989734,Active.Live,
89882390000093994625,901288002989735,Active.Live,
89882390000093994633,901288002989736,Active.Live,
89882390000093994641,901288002989737,Active.Live,True
89882390000093994658,901288002989738,Active.Live,True
89882390000093994666,901288002989739,Active.Live,True
89882390000093994674,901288002989740,Active.Live,
89882390000093994682,901288002989741,Active.Live,
89882390000093994690,901288002989742,Active.Live,
89882390000093994708,901288002989743,Active.Live,True
89882390000093994716,901288002989744,Active.Live,True
89882390000093994724,901288002989745,Active.Live,
89882390000093994732,901288002989746,Active.Live,True
89882390000093994740,901288002989747,Active.Live,
89882390000093994757,901288002989748,Active.Live,True
89882390000093994765,901288002989749,Active.Live,
89882390000093994773,901288002989750,Active.Live,
89882390000093994799,901288002989752,Active.Live,True
89882390000093994807,901288002989753,Active.Live,
89882390000093994815,901288002989754,Active.Live,
89882390000093994823,901288002989755,Active.Live,
89882390000093994831,901288002989756,Active.Live,
89882390000093994849,901288002989757,Active.Live,True
89882390000093994856,901288002989758,Active.Live,
89882390000093994864,901288002989759,Active.Live,True
89882390000093994872,901288002989760,Active.Live,True
89882390000093994880,901288002989761,Active.Live,True
89882390000093994898,901288002989762,Active.Live,True
89882390000093994906,901288002989763,Active.Live,True
89882390000093994914,901288002989764,Active.Live,
89882390000093994922,901288002989765,Active.Live,
89882390000093994930,901288002989766,Active.Live,True
89882390000093994948,901288002989767,Active.Live,
89882390000093994955,901288002989768,Active.Live,
89882390000093994963,901288002989769,Active.Live,True
89882390000093994971,901288002989770,Active.Live,
89882390000093994989,901288002989771,Active.Live,
