ICCID,IMSI,Unnamed: 0,SIM_State,20231001_20231029_2023-10-29T13311170Z,20230401_20230430_2023-10-21T12258947Z,20230801_20230831_2023-10-21T14847894Z,20230601_20230630_2023-10-21T14127984Z,20230901_20230930_2023-10-21T141015261Z,20230701_20230731_2023-10-21T14613917Z,20230501_20230531_2023-10-21T14110405Z,Sum of all comunication,Suspend
89882390000047985851,901288001061628,187,Active.Live,59.45,63.38,63.940000000000005,65.14,67.29,64.34,67.12,450.6600000000001,False
89882390000047985869,901288001061629,188,Active.Live,,,,,,,,0.0,True
89882390000047985877,901288001061630,189,Active.Live,59.02,63.470000000000006,63.290000000000006,62.8,66.23,64.05,66.9,445.7600000000001,False
89882390000047985885,901288001061631,190,Active.Live,,,,,,,,0.0,True
89882390000047985893,901288001061632,191,Active.Live,,,,,,,,0.0,True
89882390000047985901,901288001061633,192,Active.Live,,,,,,,,0.0,True
89882390000047985919,901288001061634,193,Active.Live,,,,,,,,0.0,True
89882390000047985927,901288001061635,194,Active.Live,,,,,,,,0.0,True
89882390000047985935,901288001061636,195,Active.Live,,,,,,,,0.0,True
89882390000047985943,901288001061637,196,Active.Live,,,,,,,,0.0,True
89882390000047985950,901288001061638,197,Active.Live,,,,,,,,0.0,True
89882390000047985968,901288001061639,198,Active.Live,,,,,,,,0.0,True
89882390000047985976,901288001061640,199,Active.Live,,,,,,,,0.0,True
89882390000047985984,901288001061641,200,Active.Live,,,,,,,,0.0,True
89882390000047985992,901288001061642,201,Inactive,,,,,,,,0.0,False
89882390000047986008,901288001061643,202,Active.Live,,,,,,,,0.0,True
89882390000047986016,901288001061644,203,Active.Live,,,,,,,,0.0,True
89882390000047986024,901288001061645,204,Active.Live,,,,,,,,0.0,True
89882390000047986032,901288001061646,205,Active.Live,17.82,19.8,19.8,20.130000000000003,20.79,19.8,20.79,138.93,False
89882390000047986040,901288001061647,206,Active.Live,,,,,,,,0.0,True
89882390000047986057,901288001061648,207,Active.Live,8.780000000000001,50.61,145.84,148.62,159.01,145.95,155.54,814.3499999999999,False
89882390000047986065,901288001061649,208,Active.Live,,,,,,,,0.0,True
89882390000047986073,901288001061650,209,Active.Live,,,,,,,,0.0,True
89882390000047986081,901288001061651,210,Active.Live,,,,,,,,0.0,True
89882390000047986099,901288001061652,211,Active.Live,,,,,,,,0.0,True
89882390000047986107,901288001061653,212,Active.Live,,,,,,,,0.0,True
89882390000047986115,901288001061654,213,Active.Live,,,,,,,,0.0,True
89882390000047986123,901288001061655,214,Active.Live,,,,,,,,0.0,True
89882390000047986131,901288001061656,215,Active.Live,,,,,,,,0.0,True
89882390000047986149,901288001061657,216,Active.Live,,,,,,,,0.0,True
89882390000047986156,901288001061658,217,Inactive,,,,,,,,0.0,False
89882390000047986164,901288001061659,218,Active.Live,,,,,,,,0.0,True
89882390000047986172,901288001061660,219,Active.Live,,,,,,,,0.0,True
89882390000047986180,901288001061661,220,Active.Live,,,,,,,,0.0,True
89882390000047986198,901288001061662,221,Active.Live,,,,,,,,0.0,True
89882390000047986206,901288001061663,222,Active.Live,,,,,,,,0.0,True
89882390000047986214,901288001061664,223,Active.Live,132.28,122.06,143.05,134.44,158.15,145.76,28.13,863.8699999999999,False
89882390000047986222,901288001061665,224,Active.Live,133.9,131.41,130.02,154.93,148.98,149.63,149.03,997.9,False
89882390000047986230,901288001061666,225,Active.Live,,,,,,,,0.0,True
89882390000047986248,901288001061667,226,Active.Live,132.28,145.78,147.56,144.32,155.62,148.57,158.59,1032.72,False
89882390000047986255,901288001061668,227,Active.Live,130.0,111.85,119.97,142.87,144.65,116.09,146.99,912.42,False
89882390000047986263,901288001061669,228,Active.Live,,,,,,,,0.0,True
89882390000047986271,901288001061670,229,Active.Live,130.82,147.66,146.55,164.14,155.73,146.76,160.21,1051.87,False
89882390000047986289,901288001061671,230,Active.Live,,,,,,,,0.0,True
89882390000047986297,901288001061672,231,Active.Live,132.48,148.26,144.3,147.37,155.32,145.33,152.07,1025.13,False
89882390000047986305,901288001061673,232,Active.Live,132.28,143.1,145.32,154.31,155.33,145.74,155.12,1031.2,False
89882390000047986313,901288001061674,233,Active.Live,,,,,,,,0.0,True
89882390000047986321,901288001061675,234,Active.Live,,,,,,,,0.0,True
89882390000047986339,901288001061676,235,Active.Live,,,,,,,,0.0,True
89882390000047986347,901288001061677,236,Active.Live,,234.08,,152.94,,,250.27,637.29,False
89882390000047986354,901288001061678,237,Active.Live,,,,,,,,0.0,True
89882390000047986362,901288001061679,238,Active.Live,,,,,,,,0.0,True
89882390000047986370,901288001061680,239,Active.Live,,,,,,,,0.0,True
89882390000047986388,901288001061681,240,Active.Live,,,,,,,,0.0,True
89882390000047986396,901288001061682,241,Active.Live,,,,,,,,0.0,True
89882390000047986404,901288001061683,242,Active.Live,,,,,,,,0.0,True
89882390000047986412,901288001061684,243,Active.Live,,,,,,,,0.0,True
89882390000047986420,901288001061685,244,Active.Live,,,,,,,,0.0,True
89882390000047986438,901288001061686,245,Active.Live,,,,,,,,0.0,True
89882390000047986446,901288001061687,246,Active.Live,136.43,149.72,149.95,166.17,161.16,150.76999999999998,161.95,1076.15,False
89882390000047986453,901288001061688,247,Active.Live,,,,,,,,0.0,True
89882390000047986461,901288001061689,248,Active.Live,,,,,,,,0.0,True
89882390000047986479,901288001061690,249,Active.Live,,,,,,,,0.0,True
89882390000047986487,901288001061691,250,Active.Live,,,,,,,,0.0,True
89882390000047986495,901288001061692,251,Active.Live,,,,,,,,0.0,True
89882390000047986503,901288001061693,252,Active.Live,131.8,150.36,149.95,164.9,164.11,151.20999999999998,162.8,1075.13,False
89882390000047986511,901288001061694,253,Active.Live,,,,,,,,0.0,True
89882390000047986529,901288001061695,254,Inactive,,,,,,,,0.0,False
89882390000047986537,901288001061696,255,Active.Live,,,,,,,,0.0,True
89882390000047986545,901288001061697,256,Active.Live,,,,,,,,0.0,True
89882390000047986552,901288001061698,257,Active.Live,,,,,,,,0.0,True
89882390000047986560,901288001061699,258,Active.Live,,,,,,,,0.0,True
89882390000047986578,901288001061700,259,Active.Live,,,,,,,,0.0,True
89882390000047986586,901288001061701,260,Active.Live,,,,,,,,0.0,True
89882390000047986594,901288001061702,261,Active.Live,,,,,,,,0.0,True
89882390000047986602,901288001061703,262,Active.Live,,,,,,,,0.0,True
89882390000047986610,901288001061704,263,Active.Live,,,,,,,,0.0,True
89882390000047986628,901288001061705,264,Active.Live,,,,,,,,0.0,True
89882390000047986636,901288001061706,265,Active.Live,,,,,,,,0.0,True
89882390000047986644,901288001061707,266,Active.Live,17.240000000000002,19.21,19.53,19.2,20.84,20.84,20.82,137.68,False
89882390000047986651,901288001061708,267,Active.Live,,,,,,,,0.0,True
89882390000047986669,901288001061709,268,Active.Sleep,,,,,,,,0.0,False
89882390000047986677,901288001061710,269,Active.Live,117.89,195.38,195.1,221.92,209.07,196.36,212.09,1347.8099999999995,False
89882390000047986685,901288001061711,270,Active.Live,,,,,,,,0.0,True
89882390000047986693,901288001061712,271,Active.Live,,380.26,,377.19,,300.03,433.11,1490.59,False
89882390000047986701,901288001061713,272,Active.Live,,,,,,,,0.0,True
89882390000047986719,901288001061714,273,Active.Live,,19.47,0.66,21.79,,19.8,20.79,82.50999999999999,False
89882390000047986727,901288001061715,274,Active.Live,,,,,,,,0.0,True
89882390000047986735,901288001061716,275,Active.Live,,,,,,,,0.0,True
89882390000047986743,901288001061717,276,Active.Live,,,,,,,,0.0,True
89882390000047986750,901288001061718,277,Inactive,,,,,,,,0.0,False
89882390000047986768,901288001061719,278,Active.Live,,20.79,19.8,19.47,20.46,19.47,21.78,121.77,False
89882390000047986776,901288001061720,279,Active.Live,,20.130000000000003,20.130000000000003,21.79,11.88,19.8,21.12,114.85,False
89882390000047986784,901288001061721,280,Active.Live,,,,,,,,0.0,True
89882390000047986792,901288001061722,281,Active.Live,2.24,,,,0.0,,,2.24,False
89882390000047986800,901288001061723,282,Active.Live,,,,,,,,0.0,True
89882390000047986818,901288001061724,283,Active.Live,,,,,,,,0.0,True
89882390000047986826,901288001061725,284,Active.Live,,,,,,,,0.0,True
89882390000047986834,901288001061726,285,Active.Live,,,,,,,,0.0,True
89882390000047986842,901288001061727,286,Active.Live,,,,,,,,0.0,True
89882390000047986859,901288001061728,287,Active.Live,,,,,,,,0.0,True
89882390000047986867,901288001061729,288,Active.Live,,,,,,,,0.0,True
89882390000047986875,901288001061730,289,Active.Live,4730.71,5264.32,5172.32,5681.96,5573.21,5165.69,5589.59,37177.8,False
89882390000047986883,901288001061731,290,Active.Live,,,,,,,,0.0,True
89882390000047986891,901288001061732,291,Active.Live,4012.84,4455.81,4413.21,4466.18,4746.68,4417.02,4741.68,31253.42,False
89882390000047986909,901288001061733,292,Active.Live,,,,,,,,0.0,True
89882390000047986917,901288001061734,293,Active.Live,,,,,,,,0.0,True
89882390000047986925,901288001061735,294,Active.Live,,,,,,,,0.0,True
89882390000047986933,901288001061736,295,Active.Live,163.79999999999998,178.20999999999998,178.69,181.71,193.59,179.70999999999998,192.44,1268.15,False
89882390000047986941,901288001061737,296,Active.Live,,,,,,,,0.0,True
89882390000047986958,901288001061738,297,Active.Live,4005.78,4366.2,4434.42,4464.91,4755.08,4418.16,4742.59,31187.14,False
89882390000047986966,901288001061739,298,Active.Live,,,,,,,,0.0,True
89882390000047986974,901288001061740,299,Active.Live,,,,,,,,0.0,True
89882390000047986982,901288001061741,300,Active.Live,,,,,,,,0.0,True
89882390000047986990,901288001061742,301,Active.Live,,,,,,,,0.0,True
89882390000047987006,901288001061743,302,Active.Live,4008.53,4363.66,4438.29,4824.8,4750.81,4420.56,4739.08,31545.730000000003,False
89882390000047987014,901288001061744,303,Active.Live,,,,,,,,0.0,True
89882390000047987022,901288001061745,304,Active.Live,,,,,,,,0.0,True
89882390000047987030,901288001061746,305,Active.Live,,,,,,,,0.0,True
89882390000047987048,901288001061747,306,Active.Live,,,,,,,,0.0,True
89882390000047987055,901288001061748,307,Active.Live,94.93,103.6,105.51,120.02,111.68,104.5,112.71,752.95,False
89882390000047987063,901288001061749,308,Active.Live,,,,,,,,0.0,True
89882390000047987071,901288001061750,309,Active.Live,,,,,,,,0.0,True
89882390000047987089,901288001061751,310,Active.Live,408.27,446.69,445.14,509.2,478.74,446.07,470.74,3204.8500000000004,False
89882390000047987097,901288001061752,311,Active.Live,,,,,,,,0.0,True
89882390000047987105,901288001061753,312,Active.Live,,,,,,,,0.0,True
89882390000047987113,901288001061754,313,Active.Live,,,,,,,,0.0,True
89882390000047987121,901288001061755,314,Active.Live,4008.64,4385.71,4433.65,4933.53,4745.92,4418.18,4730.84,31656.47,False
89882390000047987139,901288001061756,315,Inactive,,,,,,,,0.0,False
89882390000047987147,901288001061757,316,Active.Live,,16.19,,,,,,16.19,False
89882390000047987154,901288001061758,317,Active.Live,,,,,,,,0.0,True
89882390000047987162,901288001061759,318,Active.Live,,,,,,,,0.0,True
89882390000047987170,901288001061760,319,Active.Live,77.92999999999999,,,,0.16,,,78.08999999999999,False
89882390000047987188,901288001061761,320,Active.Live,,,,,,,,0.0,True
89882390000047987196,901288001061762,321,Active.Live,,,,,,,,0.0,True
89882390000047987204,901288001061763,322,Active.Live,,,,,,,,0.0,True
89882390000047987212,901288001061764,323,Active.Live,,,,,,,,0.0,True
89882390000047987220,901288001061765,324,Active.Live,,,,,,,,0.0,True
89882390000047987238,901288001061766,325,Active.Live,,,,,,,,0.0,True
89882390000047987246,901288001061767,326,Active.Live,,,,,,,,0.0,True
89882390000047987253,901288001061768,327,Active.Live,,,,,,,,0.0,True
89882390000047987261,901288001061769,328,Active.Live,,,,,,,,0.0,True
89882390000047987279,901288001061770,329,Active.Live,129.05,140.74,141.14,143.39,151.46,142.36,151.85,999.99,False
89882390000047987287,901288001061771,330,Active.Live,,,,,,,,0.0,True
89882390000047987295,901288001061772,331,Active.Live,,,,,,,,0.0,True
89882390000047987303,901288001061773,332,Active.Live,,,,,,,,0.0,True
89882390000047987311,901288001061774,333,Active.Live,,,,,,,,0.0,True
89882390000047987329,901288001061775,334,Active.Live,,,,,,,,0.0,True
89882390000047987337,901288001061776,335,Active.Live,,,,,,,,0.0,True
89882390000047987345,901288001061777,336,Active.Live,,,,,,,,0.0,True
89882390000047987352,901288001061778,337,Inactive,,,,,,,,0.0,False
89882390000047987360,901288001061779,338,Inactive,,,,,,,,0.0,False
89882390000047987378,901288001061780,339,Inactive,,,,,,,,0.0,False
89882390000047987386,901288001061781,340,Inactive,,,,,,,,0.0,False
89882390000047987394,901288001061782,341,Inactive,,,,,,,,0.0,False
89882390000047987402,901288001061783,342,Inactive,,,,,,,,0.0,False
89882390000047987410,901288001061784,343,Inactive,,,,,,,,0.0,False
89882390000047987428,901288001061785,344,Inactive,,,,,,,,0.0,False
89882390000047987436,901288001061786,345,Inactive,,,,,,,,0.0,False
89882390000047987444,901288001061787,346,Inactive,,,,,,,,0.0,False
89882390000047987451,901288001061788,347,Inactive,,,,,,,,0.0,False
89882390000047987469,901288001061789,348,Inactive,,,,,,,,0.0,False
89882390000047987477,901288001061790,349,Inactive,,,,,,,,0.0,False
89882390000047987485,901288001061791,350,Inactive,,,,,,,,0.0,False
89882390000047987493,901288001061792,351,Inactive,,,,,,,,0.0,False
89882390000047987501,901288001061793,352,Inactive,,,,,,,,0.0,False
89882390000047987519,901288001061794,353,Inactive,,,,,,,,0.0,False
89882390000047987527,901288001061795,354,Inactive,,,,,,,,0.0,False
89882390000047987535,901288001061796,355,Active.Live,,,,,,,,0.0,True
